GrLivArea,SalePrice
-0.086465987,-0.321907286
0.05463011,-0.10699396
0.025269176,0.043804761
-0.079884043,-0.019983249
-0.087245293,0.004047766
0.275176036,0.100200621
-0.052826503,-0.040735434
-0.001157277,-0.022071201
0.0804739,-0.018446471
0.0804739,-0.018446471
-0.069610494,0.03297195
-0.006201707,-0.138503953
0.023892388,0.125201045
-0.058285614,-0.08440581
0.006742406,0.231042177
0.01778346,-0.17489606
0.553367584,0.264521684
-0.019184281,0.061296968
0.538271256,0.218328313
-0.014543315,0.01847423
0.144204819,-0.150090575
-0.009174629,-0.168151493
0.233051102,0.0321168
-0.068911929,-0.10497638
-0.077695299,-0.037651188
0.072001429,-0.180293479
0.183805905,0.046375517
0.473428598,0.204446083
-0.025654579,-0.064893127
0.281003656,0.13026268
0.308867194,0.081934031
-0.128344371,0.075269357
0.442750617,0.186618889
-0.190693171,0.154786863
0.022405841,0.006931007
0.000942239,-0.032281888
-0.267161778,0.32608733
-0.033762352,-0.086356318
-0.083167305,-0.02120938
-0.327972835,0.430588356
-0.335869097,0.443637437
-0.028263251,-0.090578265
-0.109601991,0.014633201
-0.0960303,0.048892208
-0.014302929,-0.068813127
-0.002942246,-0.057825976
-0.061060431,0.00920132
0.018699304,-0.130124573
-0.045741796,-0.10431129
-0.322243937,0.418144223
-0.038456638,-0.078736669
-0.031537055,-0.067732431
-0.022002635,-0.119058244
0.062838302,-0.04322138
0.078276268,-0.086835767
-0.066944763,-0.061248953
-0.042671079,-0.061888054
-0.083832822,-0.092853145
-0.067326172,-0.016521594
0.006651564,-0.07188622
0.163164087,-0.049940477
-0.019290659,-0.167769939
-0.088563219,-0.006928679
-0.263176449,0.288175268
-0.087157094,-0.108540796
-0.07992824,-0.096547818
-0.051438531,0.042634334
-0.078013908,-0.104037104
-0.177228719,-0.006215388
-0.042918633,-0.041302874
-0.009027812,-0.054054759
-0.055965234,-0.050842582
0.138928382,-0.13747337
0.255428454,0.085986338
-0.019975066,-0.022222007
0.101649634,0.010443569
-0.03419187,-0.152860968
0.053799008,-0.079883332
0.286103482,-0.030690595
-0.041427949,0.072579316
-0.059010963,-0.030613365
-0.042444445,-0.056837598
0.177822672,0.135351454
0.443767865,0.129557652
0.032850692,-0.119640618
0.255655436,0.009838023
-0.10109574,-0.044578767
0.00914905,-0.229581604
-0.028446122,-0.027597891
0.421848827,0.183377617
-0.286711527,0.375994553
-0.04967133,-0.112092477
0.061143515,-0.077468074
0.11439441,0.070939319
-0.303427813,0.392392317
-0.045982763,-0.068634911
-0.2147887,0.188638942
-0.216380774,0.201116742
0.253059208,0.08130949
-0.076845962,-0.017004443
-0.065542682,-0.039692831
-0.076594196,-0.07040192
-0.102250882,0.020134624
-0.018299721,-0.054221409
0.235119686,0.1287179
-0.09398678,-0.003541538
-0.083065293,-0.055060699
-0.051542659,0.032350362
-0.012983151,0.042637542
0.011691883,-0.052385379
-0.065321297,-0.092902864
-0.076707388,-0.011733054
-0.068814385,-0.297805513
0.013160812,-0.059475493
0.062319671,0.001541841
-0.047733907,-0.053069235
0.021991508,0.336818243
0.155077834,0.200861922
0.109681743,0.078698385
-0.035284529,-0.130652778
0.067417657,-0.110320214
0.024949787,-0.22708499
0.345375179,0.19208429
0.008791303,-0.147319289
0.378980249,0.187218447
-0.025967208,-0.109799664
0.323979397,0.181210964
-0.039635712,-0.040437322
0.003238748,-0.053106391
-0.172809541,0.140907686
-0.066670938,-0.188402385
-0.380844661,0.515686352
-0.02159368,-0.139158152
-0.048125317,-0.048383484
-0.029219521,-0.100056677
-0.075502072,-0.09660354
0.086996158,-0.036951042
0.007975976,-0.202262036
0.009565469,-0.149454428
0.036085994,-0.207994317
-0.076177801,-0.258311744
-0.134395462,0.078755225
-0.270893746,0.300257138
-0.075577443,-0.034454015
-0.044616593,-0.016653173
-0.066593679,-0.034456458
-0.05427687,0.006727143
-0.000109376,-0.093257179
-0.014770156,-0.127958393
0.004250898,-0.103617766
-0.042775636,0.014576846
-0.027192571,-0.064589239
0.347679887,0.101686102
-0.05230768,-0.044735993
0.395279945,0.092256154
-0.064577677,-0.05190465
0.294665909,0.039699353
0.362532551,0.14760441
-0.067428755,-0.148638691
-0.0675419,-0.047768019
-0.048572616,-0.070179203
0.043293153,-0.073996239
-0.081648081,0.035381865
0.011130436,0.038566133
-0.069130199,-0.06069635
-0.064488176,-0.069512212
-0.192491124,0.23638503
-0.052438014,-0.09405603
-0.045746298,-0.05845688
-0.068649736,-0.139752138
-0.048321057,-0.049798896
0.282639962,0.155805351
0.243822643,0.188675157
-0.036925803,0.032543059
-0.082845821,-0.257318508
-0.045056853,-0.071400506
0.509235124,0.229825064
-0.089849588,-0.0057988
0.316854114,0.167379788
-0.061832618,-0.03827175
-0.098270307,0.066926466
0.247556506,0.049835046
-0.087846827,0.015877409
-0.030777572,-0.122944102
-0.079157502,-0.015598038
-0.060005758,-0.028552593
-0.050278524,-0.057142092
-0.206835744,0.188991907
-0.045222084,-0.034984347
-0.203959203,0.246701728
-0.33959788,0.423384932
-0.102301153,0.001018394
-0.027765636,-0.0680075
-0.081636174,-0.360529501
0.169093155,0.081378008
-0.069642316,-0.044769049
-0.08639076,-0.016502596
-0.010268777,0.114405497
-0.126615296,0.052904313
0.230850343,0.132698348
-0.014729442,-0.087356358
-0.036641791,0.006758971
0.170411444,0.035087425
0.112976809,-0.095539572
-0.0619121,-0.102319039
-0.022796008,-0.05938848
-0.004739771,-0.070862819
0.18509285,0.119092457
-0.051051685,0.020924757
0.06714554,-0.10879901
-0.094881183,-0.027356408
0.024796429,-0.151334878
-0.030590756,-0.107578153
-0.080444811,-0.101446303
-0.058623625,-0.05738756
0.041577125,-0.003334903
0.233492241,0.113386801
0.215740708,0.068998678
-0.085986142,-0.112570932
-0.143920518,0.070937161
0.066218212,-0.073864866
-0.025840389,-0.002126209
-0.118178878,0.130182617
-0.102125245,0.062948765
-0.102309892,-0.215111615
-0.032507688,-0.145382762
-0.081660316,-0.101102841
-0.078013908,-0.104037104
-0.027821757,-0.006695934
0.345831238,0.020960717
0.326184139,0.213889516
0.040223412,-0.117748044
-0.123485882,0.042758986
-0.008033385,-0.020433761
-0.065477686,-0.022600464
-0.063887416,0.075164723
-0.079089685,-0.079372379
0.488921976,0.173158563
-0.036678228,-0.079667619
-0.060730161,-0.046096592
-0.108145011,0.002384007
0.026136129,-0.034495255
0.339756802,0.106885839
-0.034340856,-0.091180524
-0.246232405,0.281506356
0.283573144,0.193829777
-0.082711402,-0.008494409
0.003459557,-0.049779749
-0.047734661,-0.097534073
0.16660621,0.021301825
-0.040534427,-0.055515245
-0.095496569,-0.027743464
-0.099094755,-0.01122773
-0.100086981,-0.049142858
-0.168033742,0.130729152
0.18489636,-0.043128447
-0.066568213,-0.05085029
0.000863774,0.068980691
0.002204714,0.154727353
-0.009250751,0.055883062
0.293307674,0.12194085
0.389156007,0.225677738
-0.162313068,0.158958633
-0.074509868,-0.10813441
0.021690206,-0.087545604
-0.127281782,0.089135738
0.289070729,0.173098019
0.020441566,-0.095002091
-0.042265024,-0.03329543
-0.054595511,-0.09922469
-0.047913064,-0.125048375
-0.199520216,0.17522505
-0.093949356,-0.175565241
-0.116836005,0.036200691
0.031027116,0.045468351
-0.021302835,-0.023919092
0.493301777,0.212864943
-0.044733169,-0.103594484
-0.075788056,-0.056994728
-0.05384534,-0.130924756
0.062139091,-0.064647462
-0.084864321,-0.003523453
0.108980146,-0.069451879
0.049142367,-0.146220103
0.044213907,0.068627816
0.014715842,0.003596072
0.042664146,-0.166078704
0.096234326,-0.004146952
-0.109335696,-0.040803902
0.01904034,-0.028973455
0.005471574,-0.203784012
0.021281476,-0.065567467
-0.268841356,0.318162305
-0.001440032,-0.199943847
-0.09132172,-0.044201442
0.050208097,-0.014538079
0.424291355,0.196498348
0.147010763,-0.031802698
-0.002695744,-0.041125745
-0.04807517,-0.057760225
-0.095496569,-0.027743464
-0.056383581,-0.051350236
-0.101930436,0.067340506
-0.103499218,0.087439797
-0.098865441,0.001789687
-0.15131369,0.101991082
-0.063837371,-0.059862298
-0.050103241,-0.086114102
-0.038121891,-0.084437426
-0.04383473,-0.061982107
-0.03237174,-0.360584148
-0.019076006,0.003605036
0.003503086,-0.162540033
0.212164769,0.067439507
0.056353365,-0.009728443
-0.267161778,0.32608733
0.608312692,0.234326671
-0.067428755,-0.148638691
-0.0481272,-0.01808587
0.012817636,0.027885717
-0.054424146,-0.060248039
-0.019208611,-0.046472426
-0.003984862,-0.036925695
0.239481993,0.030801979
-0.168318957,0.173267537
-0.05576721,-0.134621983
0.026459593,-0.050327378
0.349895175,0.10177997
-0.105160078,-0.062286813
-0.02116078,-0.030436119
0.129857765,0.018505764
0.016667631,-0.153511247
-0.031533869,-0.118741876
0.043637017,-0.064244881
0.093462798,-0.100172238
0.072849707,-0.16062785
0.113059142,-0.062480343
0.29221311,0.161326722
0.050986746,-0.069808046
0.058304542,-0.002671855
-0.097926435,0.035139348
0.097215465,0.028205065
-0.140152435,0.091301022
-0.215513344,0.207004373
-0.045677206,-0.289837375
0.005038571,-0.159574233
-0.036689458,-0.152526508
0.509034703,0.204976361
0.051672505,-0.030201777
-0.089293127,0.01225829
-0.04504692,-0.095857272
-0.005480373,-0.170681897
-0.002750891,-0.141134529
-0.022150111,-0.144040163
-0.002274541,0.030071476
-0.366966724,0.504296191
-0.099894258,-0.020950584
0.024868105,-0.079031757
0.022961093,-0.056500652
-0.031219728,0.048110538
0.086937328,-0.062212329
-0.185381816,0.150281856
0.062437943,-0.030711057
-0.078846068,-0.195851117
-0.052971746,-0.094641369
-0.14959171,0.069688201
-0.371700863,0.482040433
-0.026534008,-0.082681234
-0.080613044,-0.040125691
0.161177948,0.048360246
0.048172208,-0.054366641
0.104536466,-0.058375117
-0.035960957,-0.031843348
0.086920554,0.063477432
-0.276672539,0.340588533
0.08178738,-0.201873727
-0.078096143,-0.102137915
-0.141680437,0.236372948
0.084432726,-0.018282687
-0.032749301,-0.198056995
-0.004549242,-0.157667848
0.04109806,-0.10735447
-0.032334868,0.143308322
0.106055123,0.003446798
0.357022513,0.207222001
0.228586836,0.003100039
0.228805308,-0.063535704
-0.04399942,-0.112519386
-0.113714889,0.048901737
0.01778346,-0.17489606
-0.137521417,0.046005294
-0.070652132,-0.04927015
-0.061020403,-0.077168028
-0.022541463,-0.10758993
0.025722506,-0.166966006
-0.151891404,0.047939215
-0.058348295,-0.255880038
-0.00049461,-0.166881509
-0.058139505,-0.182864969
-0.051299152,-0.122778315
-0.099893058,0.012485595
-0.020670578,-0.11300449
-0.033685909,-0.059215872
-0.042951224,0.00206601
-0.083522017,-0.070148054
-0.079836766,0.002957918
-0.202888381,0.204057019
-0.026333103,-0.054487456
-0.087726811,-0.186124279
0.002486657,-0.146743112
-0.381609084,0.525749337
-0.025117586,-0.091818789
-0.233044381,0.184279724
0.025567851,0.117147491
-0.032614552,-0.210823552
0.311769502,0.265630423
0.065283301,0.048735824
-0.06260862,-0.124249055
-0.02534649,-0.079710449
0.037094079,-0.153969998
-0.027429984,0.030658108
-0.150007945,0.073627955
-0.071493777,-0.05897819
-0.047711859,-0.046435686
-0.022115184,-0.069812078
0.050008434,-0.1384563
-0.053350738,-0.097803992
0.031118297,-0.007640219
-0.049297413,-0.14073884
-0.013274536,-0.094427426
-0.064276737,-0.04728278
0.033994057,-0.019654402
-0.093792397,-6.03E-05
-0.081374875,0.013962135
-0.115072766,0.106326834
0.202597745,0.119980378
-0.007585953,-0.069776436
-0.138300137,0.087006824
-0.000208115,-0.046573818
-0.038377815,-0.058358551
-0.064675404,-0.063582841
-0.084455981,5.92E-05
0.038477421,-0.141449341
-0.12079718,-0.022922405
0.329406506,0.155651029
-0.108056619,-0.000471888
-0.065184688,-0.063760363
0.393829616,0.240536818
0.112210744,-0.072078121
-0.080680467,0.009674096
-0.024426767,-0.170464454
-0.002258578,-0.078677238
-0.058449799,-0.017714921
0.04796415,0.003281176
-0.035430399,-0.06545784
-0.008505801,-0.276757281
-0.086706823,-0.017939336
-0.010587405,-0.170124557
-0.046290153,-0.071819171
-0.099186578,-0.018687002
-0.026315272,-0.101666846
0.100830018,0.048983046
0.111720899,0.031356996
0.070560056,-0.107854429
-0.058294088,-0.018406112
-0.003331151,0.032747734
-0.079045511,-0.020230023
0.158644463,0.127947087
0.313491478,0.195052004
-0.078347165,-0.028307258
-0.052863557,-0.061249251
-0.049825573,0.021426846
-0.070112057,-0.068292388
-0.062189411,-0.046705285
-0.097149535,0.020265561
-0.029490687,-0.119916021
-0.060047495,-0.078798686
-0.032816963,-0.082289204
0.416154276,0.322148656
-0.061417181,-0.123827832
-0.113645411,0.262105453
0.027055618,-0.114395406
-0.022235976,-0.075863196
-0.117025234,0.078088505
-0.040059818,0.000903355
-0.009848622,-0.07920617
-0.007838359,-0.013277804
-0.030964462,-0.138645877
-0.110624328,0.093532566
-0.11873529,0.045759399
-0.11767947,0.013583503
-0.10935912,0.08495279
-0.06858342,-0.004387125
-0.042618933,-0.06933458
0.04794032,0.00400646
-0.006181708,-0.163010648
-0.164493639,0.128318095
0.368647988,0.086130236
-0.321744407,0.418797995
0.014898473,-0.203326554
0.231231683,0.186727479
-0.154289407,0.101908997
-0.421193737,0.573594479
-0.053287252,-0.027370806
0.037500036,-0.205894275
-0.224003267,0.218020614
-0.002457878,-0.188859524
-0.003087414,-0.166332983
0.012425226,0.001826804
-0.059256961,-0.045087902
-0.23998274,0.272649114
-0.05955214,-0.190820962
-0.086836364,-0.039338526
0.004241254,0.117857779
0.264291168,0.162947702
0.376580964,0.25827045
-0.00944436,-0.058892758
-0.028113933,-0.134952775
-0.109873785,-0.020895829
-0.052288466,-0.041414164
-0.021298728,-0.233057595
-0.02483932,-0.009381672
-0.085555353,-0.106096413
-0.122224691,0.001524395
-0.07814894,-0.061824052
-0.061320644,-0.06256099
-0.090638121,0.008859423
-0.053816425,-0.041431393
-0.062484111,-0.032920163
-0.160811041,0.109483694
-0.075355223,-0.039712541
-0.064741487,-0.104474939
-0.061038912,-0.063981115
-0.12251234,0.119014311
-0.078013908,-0.104037104
0.203599851,0.055779724
-0.008070172,-0.049273289
-0.033504611,-0.088051877
-0.054703405,-0.184145386
-0.113541323,-0.08287458
-0.074965179,-0.115516554
-0.039672568,-0.123262415
0.526731428,0.213158509
0.343700499,0.09869352
-0.111483268,-0.015166408
-0.008456469,-0.139807634
-0.047267547,-0.010443045
-0.036448424,-0.1161681
0.044235095,-0.05747749
0.018341544,-0.164371653
0.045529569,-0.083640379
-0.018666797,-0.021805785
0.022759189,-0.079277149
-0.064443013,-0.224670461
0.082863849,-0.039824421
-0.347910275,0.432982588
0.249360094,0.00570032
0.015812723,-0.139351879
0.080908948,0.078815899
0.149402466,0.026862423
-0.186084687,0.150020514
0.112316979,-0.020947462
0.171068069,0.233894659
-0.012822242,-0.000134742
-0.062334898,-0.042451987
-0.101105974,-0.01870212
0.582238286,0.157144542
0.017023346,-0.20492471
-0.093592665,-0.053121574
-0.070031089,-0.111978766
0.508243788,0.250788761
-0.091574823,-0.00273018
0.285465731,0.15947991
0.049341252,0.085551147
0.015886494,-0.307780692
0.002552606,0.012847699
-0.141128717,0.117426959
0.296341022,0.054075857
-0.05789303,0.03137135
0.569185966,0.237051515
-0.004338348,-0.140055418
0.340143717,0.10407867
-0.078258703,-0.05471816
0.085596767,0.070694701
-0.105347789,0.327194714
-0.010206553,-0.002445853
-0.010113185,-0.173730724
0.011345104,-0.138083421
0.181653232,0.106141685
0.037338568,0.004722928
-0.111186728,-0.134075519
-0.373840972,0.492825714
0.049494617,0.003480701
0.001390457,-0.096209119
-0.121014006,0.010155142
-0.341093014,0.446515946
-0.038100643,-0.035569277
-0.093861488,-0.003661523
-0.081762353,0.00233204
-0.053327329,-0.11228337
-0.117177955,0.027926751
0.025917947,-0.045583238
0.007107657,-0.086882951
0.186603052,0.096747414
-0.412974342,0.56008668
0.010960855,-0.166641376
-0.035103717,-0.011532292
0.296552143,0.079567508
0.358159394,0.080769914
0.043065219,0.03323857
0.419018116,0.149603941
-0.069543776,-0.062232892
0.0824666,0.096782441
0.000964797,-0.032315271
0.013519476,-0.153700403
-0.033225331,-0.017461174
-0.021360688,0.026690055
-0.033763488,-0.018029816
-0.090805951,-0.011842667
-0.215910386,0.251742538
0.080151148,-0.025687982
-0.319100775,0.407081018
-0.079877374,-0.001992446
-0.108136297,0.011272638
0.051971896,-0.11675559
-0.053078019,-0.189452627
0.006414038,-0.067893734
-0.070031089,-0.111978766
0.009775404,-0.153946501
0.056352647,-0.157873329
-0.066246359,0.002767234
-0.017714872,-0.203952079
0.032779075,-0.161964897
-0.016911887,-0.128109513
-0.228301364,0.235186358
0.528498975,0.209114508
0.021227179,-0.040407936
0.067102261,-0.085103102
0.358041969,0.187471395
0.090833241,0.159661267
-0.013555384,-0.171847463
0.274495008,0.196495052
-0.049032313,-0.035035309
-0.197580378,0.200603648
-0.087978986,-0.066302607
-0.017192434,-0.161344621
-0.046576135,-0.223340574
-0.050366143,0.020983342
-0.07162244,-0.054545568
0.050140763,0.031556721
-0.006720597,-0.000670404
0.064829144,-0.072700682
-0.012513741,0.018058025
-0.23239885,0.271346181
0.269499438,-0.073121985
-0.112535863,0.05271401
-0.071536554,-0.017886627
-0.038501306,-0.065018935
-0.042861787,-0.163018277
0.177739541,0.057607497
-0.036288209,0.076609989
-0.119248622,-0.068982365
-0.045321462,-0.091742923
-0.023883341,-0.056140113
0.019492543,-0.208919005
-0.044621074,0.116392246
-0.02927973,-0.071308612
-0.030327999,0.039634375
-0.08549404,-0.113629116
-0.004656589,-0.150973285
-0.016880381,-0.157276306
-0.031628666,-0.083590501
-0.170154513,0.146016092
-0.14015754,0.089351878
-0.047981073,-0.129805266
-0.036276778,-0.112964019
-0.064480332,0.05629041
0.041773874,-0.15605483
0.073067655,-0.049673703
-0.044170763,-0.172897491
-0.044170763,-0.172897491
-0.159764829,0.137051957
-0.038725186,-0.193212997
-0.057237186,-0.074021668
-0.074027288,-0.064570702
-0.013070974,-0.154773877
0.244039613,0.173010339
-0.04251432,-0.039846793
0.017424662,-0.087225033
-0.053243164,-0.1104181
-0.097437048,-0.09584141
-0.374969611,0.532501446
0.017060861,-0.016038407
0.08626208,-0.06493543
0.265513408,0.058957451
-0.046890653,-0.077499718
-0.073936648,-0.010636017
0.129858394,-0.252972256
-0.025425995,-0.081714855
0.215669755,0.100723984
-0.148590298,0.051290021
-0.079098182,-0.181387595
0.408244276,0.15965768
-0.040609889,-0.161609362
-0.036087446,0.083244865
-0.046507556,-0.111176389
0.194476855,0.175542585
-0.03989874,-0.277680688
0.12872688,-0.05531974
0.049136809,0.047665147
-0.02213064,-0.021059101
0.024407863,-0.205715943
-0.104045127,-0.022922397
-0.040834979,-0.034878219
-0.092135119,-0.014819302
0.001883776,-0.082186798
-0.054748162,-0.011558778
-0.073556803,-0.036105945
-0.104564943,-0.033472228
-0.047344368,-0.048691376
-0.032867984,-0.03976929
-0.003976426,-0.060763882
-0.083733573,-0.043521566
-0.076605063,-0.120001214
0.201198863,-0.003199372
-0.063955845,-0.137001002
0.137641779,0.096582102
-0.030411084,-0.076179731
-0.113075196,0.076598486
0.189664245,0.073029473
0.039828136,-0.090106073
0.051183923,-0.0345222
-0.035793328,-0.083757251
-0.071172182,-0.034664826
-0.083541819,-0.009705685
0.272253283,0.06731297
-0.010912731,-0.128239524
-0.134056952,0.16358736
-0.199506837,0.248601809
-0.212529311,0.215336541
-0.067718437,-0.029470962
-0.048683638,-0.141911619
-0.390882412,0.530249899
-0.078496727,-0.023767614
0.015100267,-0.028248813
-0.079710564,-0.019500853
-0.041212117,-0.087952664
0.133528129,-0.083814495
0.059448084,-0.054321332
-0.038071077,-0.289814133
-0.042255798,-0.082117055
-0.083940235,-0.065941555
-0.049891414,-0.007750585
-0.061121506,-0.038097545
-0.104203943,-0.002792966
-0.020295411,-0.069085033
-0.041982415,-0.160760831
-0.124483468,0.006289134
-0.068050573,-0.033677902
-0.172728458,0.139086466
0.032875199,0.13289492
-0.112011698,0.001214879
-0.047582539,-0.087227789
-0.064790631,-0.029515708
-0.071548872,-0.059289509
0.24380908,-0.071511611
-0.128392785,0.066136977
-0.055382272,-0.076473301
-0.096295057,-0.064649775
-0.010822707,-0.128179438
-0.094583224,0.108423577
-0.078013908,-0.104037104
0.142773918,-0.016073912
0.336923541,0.156675057
0.050816389,-0.122945679
-0.097249089,0.048161158
-0.053041222,-0.100316232
0.28233836,-0.012232113
-0.063178182,-0.04108372
0.056464572,-0.10535821
-0.048902145,-0.107989669
-0.198303079,0.241481001
0.008021296,0.107339179
-0.03232322,-0.100756001
-0.018639995,-0.321217505
-0.083277872,-0.004539118
-0.054661869,-0.066408388
-0.084675215,-0.017105991
0.026893536,-0.12968178
0.36153051,0.1932698
0.015859894,-0.156985329
-0.031394104,-0.14337766
0.154531582,0.009693442
0.0258915,-0.095624786
-0.017976799,0.130725848
-0.146194613,0.066578812
-0.081351048,-0.057213548
-0.034142167,-0.056827102
-0.043504486,-0.12310956
0.008047735,-0.272115013
-0.006659205,-0.157945333
0.012549086,-0.140768789
-0.039992524,-0.047808187
-0.000832073,-0.035476644
0.004928715,-0.088956097
-0.002404568,-0.058462553
0.01404124,-0.111560035
0.202393471,0.076828269
0.08685234,-0.008898346
-0.007381793,-0.036551291
0.035073529,-0.093211017
-0.153218954,0.130150679
-0.035516257,-0.06046572
0.030836365,0.003757163
-0.033075583,-0.060913688
0.006678615,-0.049797713
-0.352530499,0.455664304
0.276758376,0.078908662
0.124961395,-0.009766171
-0.049032313,-0.035035309
-0.063479078,-0.069581223
-0.07695774,-0.042036802
0.027651705,-0.204542703
-0.008446204,-0.136564181
0.071143336,0.012208324
0.049369319,-0.189756165
-0.019420195,-0.168614539
-0.018368082,-0.081933239
-0.071456255,-0.026554801
-0.022527034,-0.011385932
-0.043564,-0.151298954
0.06306482,-0.141908969
0.313511788,-0.007362049
0.041763708,-0.056148205
-0.017751428,-0.124315357
-0.012521419,-0.167515057
